id,category,difficulty,question,expected_route,expected_sources,predicted_sources,router_correct,router_accuracy,route_type,returned_ids,returned_citations,recall_at_5,mrr,ndcg_at_5,citation_accuracy,metric_source,judge_relevance_grades,judge_reason,judge_error,latency_ms,answer,error
QUR-M-04,Quran,Medium,ما الآيات التي تتحدث عن خلق الإنسان من نطفة؟,Quran,quran,quran,True,1.0,single_source,9707d578-5e3e-4a9c-b6bb-56d7004077ae | 8112aefa-5f3d-4fbd-94ad-cfff1b55ceec | 5c6ab7f7-2988-4968-a116-bf11fc881eb9 | b7309aa6-bef7-4ecb-a26c-e06c0d934014,[Quran سورة السجدة 4-9] | [Quran سورة الحجر 26-44] | [Quran سورة البقرة 34-39] | [Quran سورة الشورى 27-31],1.0,1.0,1.0,1.0,llm_judge,,,,50483.08,"الأدلة من القرآن الكريم توضح أن الله سبحانه وتعالى خلق أبا البشر آدم عليه السلام من طين، ثم جعل تناسل ذريته من نطفة. فقد ورد في سورة السجدة قوله تعالى: ""اللَّهُ الَّذِي خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ وَمَا بَيْنَهُمَا فِي سِتَّةِ أَيَّامٍ ثُمَّ استَوَى عَلَى الْعَرْشِ مَا لَكُمْ مِنْ دُونِهِ مِنْ وَلِيٍّ وَلَا شَفِيعٍ ۚ أَفَلَا تَتَذَكَّرُونَ""، حيث يوضح التفسير أن الله بعد أن ذكر خلق السماوات والأرض، بين خلق الإنسان بقوله: ""الَّذِي أَحْسَنَ كُلَّ شَيْءٍ خَلَقَهُ وَبَدَأَ خَلْقَ الْإِنْسَانِ مِنْ طِينٍ * ثُمَّ جَعَلَ نَسْلَهُ مِنْ سُلَالَةٍ مِنْ مَاءٍ مَهِينٍ"". ويشير هذا إلى أن أصل البشرية بدأ من طين، بينما يتناسل البشر من نطفة (سلالة من ماء مهين) من بين صلب الرجل وترائب المرأة.",
QUR-M-05,Quran,Medium,ما الآيات التي تذكر النهي عن أكل أموال الناس بالباطل؟,Quran,quran,quran,True,1.0,single_source,d7540cc5-5612-4579-90ec-3c77c2660a1d | 41d26dac-809e-4d13-89e7-95cd2b91f1f3 | 08b4e857-7cca-42e1-9219-121e29f70579 | cfa8aec6-e62d-4eb4-9c6a-df60c3890e48 | 9e055ec4-d546-4004-aa21-ff4b4045146b,[Quran سورة النساء 29-30] | [Quran سورة التوبة 34-35],1.0,1.0,1.0,1.0,llm_judge,,,,7271.03,"لقد نهى الله سبحانه وتعالى في القرآن الكريم عن أكل أموال الناس بالباطل، وهو مصطلح يشمل جميع المكاسب غير المشروعة كأنواع الربا والقمار والحيل المحرمة. ومن أبرز الآيات التي تناولت هذا النهي:

الأدلة من القرآن:

1. قوله تعالى: ""يَاأَيُّهَا الَّذِينَ آمَنُوا لَا تَأْكُلُوا أَمْوَالَكُمْ بَيْنَكُمْ بِالْبَاطِلِ إِلَّا أَنْ تَكُونَ تِجَارَةً عَنْ تَرَاضٍ مِنْكُمْ ۚ وَلَا تَقْتُلُوا أَنْفُسَكُمْ ۚ إِنَّ اللَّهَ كَانَ بِكُمْ رَحِيمًا"" [Quran سورة النساء 29-30]. توضح هذه الآية أن الأصل في أموال المسلمين الحرمة، ولا يحل أخذها إلا بطريق التجارة المشروعة القائمة على التراضي.

2. قوله تعالى: ""يَاأَيُّهَا الَّذِينَ آمَنُوا إِنَّ كَثِيرًا مِنَ الْأَحْبَارِ وَالرُّهْبَانِ لَيَأْكُلُونَ أَمْوَالَ النَّاسِ بِالْبَاطِلِ وَيَصُدُّونَ عَنْ سَبِيلِ اللَّهِ وَالَّذِينَ يَكْنِزُونَ الذَّهَبَ وَالْفِضَّةَ وَلَا يُنْفِقُونَهَا فِي سَبِيلِ اللَّهِ فَبَشِّرْهُمْ بِعَذَابٍ أَلِيمٍ"" [Quran سورة التوبة 34-35]. في هذه الآية تحذير من أكل أموال الناس بالباطل، وضرب الله مثلاً بمن يفعل ذلك من أهل الكتاب، محذراً المؤمنين من التشبه بهم في أكل الدنيا بالدين أو استغلال مناصبهم لأخذ أموال الناس بغير حق.",
QUR-H-01,Quran,Hard,ما الآيات التي تجمع بين الأمر بالصلاة والزكاة في مواضع مختلفة؟,Quran,quran,quran + hadith,False,0.0,multi_source,41193 | 126146 | 117a00da-a31e-4d65-97e9-3444bebbdea9 | 29ee3fcd-2271-4aaf-9ae8-24cddb29e6f3 | 151a73fb-7760-4680-9db9-157562759866,[صحيح مسلم 56] | [Quran سورة المزمل 15-19] | [Quran سورة البقرة 40-48] | [Quran سورة الحج 77-78] | [تخريج مشكلة الفقر 65] | [صحيح ابن حبان 4545],1.0,1.0,0.95,0.8,llm_judge,,,,59287.61,"لقد اقترن الأمر بإقامة الصلاة وإيتاء الزكاة في مواضع متعددة من القرآن الكريم، مما يدل على عظم شأنهما كأركان أساسية في الإسلام. ومن أبرز هذه المواضع:

- في سورة البقرة، حيث أمر الله تعالى بني إسرائيل بإقامة الصلاة وإيتاء الزكاة، قال تعالى: {وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَارْكَعُوا مَعَ الرَّاكِعِينَ} [Quran سورة البقرة 40-48].
- في سورة الحج، حيث جاء الأمر للمؤمنين بالاستقامة على شرع الله، قال تعالى: {يَاأَيُّهَا الَّذِينَ آمَنُوا ارْكَعُوا وَاسْجُدُوا وَاعْبُدُوا رَبَّكُمْ وَافْعَلُوا الْخَيْرَ لَعَلَّكُمْ تُفْلِحُونَ}، ثم جاء في سياق الآيات: {فَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَاعْتَصِمُوا بِاللَّهِ هُوَ مَوْلَاكُمْ فَنِعْمَ الْمَوْلَى وَنِعْمَ النَّصِيرُ} [Quran سورة الحج 77-78].
- في سورة المزمل، حيث أمر الله تعالى بإقامة الصلاة وإيتاء الزكاة كجزء من التكاليف الشرعية، قال تعالى: {فَاقْرَءُوا مَا تَيَسَّرَ مِنْهُ وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَأَقْرِضُوا اللَّهَ قَرْضًا حَسَنًا} [Quran سورة المزمل 15-19].

وقد أكدت السنة النبوية هذا الاقتران، كما في بيعة جرير بن عبد الله رضي الله عنه للنبي صلى الله عليه وسلم، حيث قال: ""بايعت رسول الله صلى الله عليه وسلم على إقام الصلاة وإيتاء الزكاة، والنصح لكل مسلم"" [صحيح مسلم 56]، [صحيح ابن حبان 4545]. كما استدل أبو بكر الصديق رضي الله عنه بهذا الاقتران في قتاله لمانعي الزكاة، حيث قال: ""والله لأقاتلن من فرق بين الصلاة والزكاة، فإن الزكاة حق المال"" [تخريج مشكلة الفقر 65].",
QUR-H-02,Quran,Hard,ما الآيات التي تفرق بين التوبة الصادقة والتوبة عند حضور الموت؟,Quran,quran,quran,True,1.0,single_source,bcf513e8-90db-4a30-9afd-23a202aff0bb | 92ae1fd4-46aa-4e8b-9597-6b836da82994 | d0f01dca-a0f7-4d81-a99a-b99096ea0b6c | 925b7442-aa75-40fd-a71b-3c3ce087ae30,[Quran سورة النساء 17-18] | [Quran سورة الزمر 53-59],1.0,1.0,1.0,1.0,llm_judge,,,,49884.98,"تتضح التفرقة بين التوبة الصادقة المقبولة والتوبة التي لا تُقبل عند حضور الموت في كتاب الله عز وجل، حيث جعل الله للتوبة الصادقة وقتاً ممتداً ما دام العبد في فسحة من عمره قبل أن تبلغ الروح الحلقوم. 

الأدلة من القرآن:

يقول الله تعالى في سورة النساء: ""إِنَّمَا التَّوْبَةُ عَلَى اللَّهِ لِلَّذِينَ يَعْمَلُونَ السُّوءَ بِجَهَالَةٍ ثُمَّ يَتُوبُونَ مِنْ قَرِيبٍ فَأُولَئِكَ يَتُوبُ اللَّهُ عَلَيْهِمْ وَكَانَ اللَّهُ عَلِيمًا حَكِيمًا * وَلَيْسَتِ التَّوْبَةُ لِلَّذِينَ يَعْمَلُونَ السَّيِّئَاتِ حَتَّى إِذَا حَضَرَ أَحَدَهُمُ الْمَوْتُ قَالَ إِنِّي تُبْتُ الآنَ وَلاَ الَّذِينَ يَمُوتُونَ وَهُمْ كُفَّارٌ أُوْلَئِكَ أَعْتَدْنَا لَهُمْ عَذَاباً أَلِيماً"" [Quran سورة النساء 17-18].

يوضح هذا النص أن التوبة الصادقة هي التي تكون قبل معاينة ملك الموت وقبل أن تصل الروح إلى الغرغرة، فمن تاب وهو يرجو الحياة ويستشعر الإخلاص، فإن الله يقبل توبته. أما من أصر على المعاصي حتى إذا حضره الموت وعاين الآخرة، فإنه لا تُقبل منه توبة في تلك اللحظة؛ لأنها توبة اضطرار لا توبة اختيار. 

كما فتح الله باب الرجاء لجميع العصاة ما داموا في دار التكليف، فقال تعالى: ""قُلْ يَاعِبَادِيَ الَّذِينَ أَسْرَفُوا عَلَى أَنْفُسِهِمْ لَا تَقْنَطُوا مِنْ رَحْمَةِ اللَّهِ ۚ إِنَّ اللَّهَ يَغْفِرُ الذُّنُوبَ جَمِيعًا ۚ إِنَّهُ هُوَ الْغَفُورُ الرَّحِيمُ"" [Quran سورة الزمر 53-59]. وهذه الآية دعوة عامة للإنابة والرجوع إلى الله قبل فوات الأوان، حيث لا ينفع الندم حين يرى العبد العذاب.",
QUR-H-03,Quran,Hard,ما الآيات التي تذكر مراحل خلق الإنسان في سورة المؤمنون؟,Quran,quran,quran,True,1.0,single_source,8ff79bd0-05e9-4780-b349-b5d3ebce0c7d | 4c9e5964-1e50-4b64-8917-0da92b9f5565 | fafe53f5-28d2-46e7-a546-952d2bbb70be | 18536582-69c1-45ff-9c42-e1e71a1aa88e | a25f47ae-193b-4017-a971-c9dfbbcb7cbb,[Quran سورة المؤمنون 12-16],1.0,1.0,1.0,1.0,llm_judge,,,,6412.78,"ذكرت سورة المؤمنون مراحل خلق الإنسان في الآيات من 12 إلى 14، حيث يقول الله تعالى: ""وَلَقَدْ خَلَقْنَا الْإِنْسَانَ مِنْ سُلَالَةٍ مِنْ طِينٍ * ثُمَّ جَعَلْنَاهُ نُطْفَةً فِي قَرَارٍ مَّكِينٍ * ثُمَّ خَلَقْنَا النُّطْفَةَ عَلَقَةً فَخَلَقْنَا الْعَلَقَةَ مُضْغَةً فَخَلَقْنَا الْمُضْغَةَ عِظَاماً فَكَسَوْنَا الْعِظَامَ لَحْماً ثُمَّ أَنشَأْنَاهُ خَلْقاً آخَرَ فَتَبَارَكَ اللَّهُ أَحْسَنُ الْخَالِقِينَ"". 

توضح هذه الآيات التسلسل الإلهي في تكوين الجنين، بدءاً من النطفة التي تستقر في الرحم (القرار المكين)، ثم تحولها إلى علقة (دم متجمد)، ثم مضغة (قطعة لحم صغيرة)، ثم تشكل العظام، يليها كسوة تلك العظام باللحم، وصولاً إلى نفخ الروح فيه ليصبح خلقاً آخر، وهو ما أشار إليه المفسرون كابن كثير في تفسيرهم لهذه الآيات.",
HAD-E-01,Hadith,Easy,ما الحديث الذي يبين أن الأعمال بالنيات؟,Hadith,hadith,hadith,True,1.0,single_source,63949 | 63939 | 77511 | 77498 | 65463,[تخريج سير أعلام النبلاء 13/ 210] | [غاية المرام 401] | [مجموع الفتاوى 18/24] | [تهذيب التهذيب 6/382],1.0,1.0,1.0,1.0,llm_judge,,,,50583.05,"الحديث الذي يبين أن الأعمال بالنيات هو الحديث المشهور عن عمر بن الخطاب رضي الله عنه، حيث قال النبي صلى الله عليه وسلم: «إنَّما الأعْمالُ بالنِّيّاتِ، وإنَّما لِكُلِّ امْرِئٍ ما نَوَى، فمَن كانَتْ هِجْرَتُهُ إلى دُنْيا يُصِيبُها، أوْ إلى امْرَأَةٍ يَنْكِحُها، فَهِجْرَتُهُ إلى ما هاجَرَ إلَيْهِ». 

### شرح الحديث ودلالته:
يُعد هذا الحديث قاعدة عظيمة من قواعد الإسلام وأصلاً من أصول الشريعة، حتى قيل إنه ثلث العلم. 
- النص أو معناه: الأعمال مرتبطة بالنية، ولكل إنسان ما قصده بعمله. 
- شرح مختصر: النية شرط لصحة العبادات، وهي التي تميز بين العبادات والمعاملات والأعمال العادية. فمن قصد بعمله وجه الله نال الأجر، ومن قصد منفعة دنيوية لم ينل إلا ما نواه. 
- الدلالة: يبين الحديث أن قبول الأعمال وثوابها يتوقف على إخلاص النية لله تعالى، فإذا كانت النية صالحة كان العمل مقبولاً ومأجوراً، وإذا كانت لغير ذلك فلا نصيب له من الأجر. 

المصادر: [تخريج سير أعلام النبلاء 13/ 210]، [غاية المرام 401]، [مجموع الفتاوى 18/24]، [تهذيب التهذيب 6/382].",
HAD-E-02,Hadith,Easy,ما الحديث الذي يذكر علامات المنافق؟,Hadith,hadith,hadith,True,1.0,single_source,19694 | 9062 | 20449 | 20036 | 54456,[الترغيب والترهيب 3/42] | [صحيح مسلم 59],1.0,1.0,1.0,1.0,llm_judge,,,,6580.79,"لقد بيّن النبي صلى الله عليه وسلم علامات المنافق في أحاديث صحيحة، موضحاً أن هذه الخصال تُعد من ""النفاق العملي"" الذي يشبه فيه المرء المنافقين في أخلاقهم، دون أن يخرجه ذلك من دائرة الإيمان، وإن كانت تُعد من الكبائر.

### علامات المنافق
عن أبي هريرة رضي الله عنه قال: ""من علامات المنافق ثلاثة: إذا حدث كذب، وإذا وعد أخلف، وإذا اؤتمن خان"" [صحيح مسلم 59]. وفي رواية أخرى: ""آية المنافق ثلاث: إذا حدث كذب، وإذا عاهد غدر، وإذا اؤتمن خان"" [الترغيب والترهيب 3/42].

### شرح الحديث
- النص أو معناه: ذكر النبي صلى الله عليه وسلم ثلاث خصال إذا اتصف بها المرء فقد تشبه بالمنافقين في أفعالهم، وهي: الكذب في الحديث، وخلف الوعد، والخيانة في الأمانة.
- شرح مختصر: النفاق نوعان: نفاق اعتقادي (يخرج من الملة) ونفاق عملي (وهو المقصود هنا)، حيث يتخلق المسلم بأخلاق المنافقين. والمقصود بالحديث التحذير من هذه الصفات المذمومة وتنفير المسلم من الوقوع فيها، وليس أن صاحبها كافر كفراً مخلداً في النار.
- الدلالة: يوضح الحديث أن هذه الخصال الثلاث هي علامات مميزة للنفاق العملي، وتعد تنبيهاً للمؤمن ليطهر نفسه من هذه الصفات التي تنافي الصدق والوفاء والأمانة.
[صحيح مسلم 59]، [الترغيب والترهيب 3/42].",
HAD-E-03,Hadith,Easy,ما الحديث الذي يبين فضل التبسم في وجه المسلم؟,Hadith,hadith,hadith,True,1.0,single_source,80313 | 32176 | 51776 | 49441 | 38585,[الصحيح المسند 1/209],1.0,1.0,0.86,1.0,llm_judge,,,,49460.96,"لقد حث النبي صلى الله عليه وسلم على حسن الخلق والتعامل الطيب مع المسلمين، ومن ذلك التبسم في وجوههم. وقد ورد في السنة النبوية ما يبين حرص النبي صلى الله عليه وسلم على التبسم في وجه أصحابه، كما في حديث جرير بن عبد الله البجلي رضي الله عنه، حيث قال: ""ما رآني رسول الله صلى الله عليه وعلى آله وسلم قط إلا تبسم في وجهي"".

الأدلة من الحديث:

النص أو معناه: ""ما رآني رسول الله صلى الله عليه وعلى آله وسلم قط إلا تبسم في وجهي"".
شرح مختصر: يوضح الحديث أن النبي صلى الله عليه وسلم كان دائم التبسم في وجه الصحابي جرير بن عبد الله رضي الله عنه، مما يعكس كرم أخلاقه صلى الله عليه وسلم وحسن استقباله لأصحابه.
الدلالة: يبين الحديث فضل التبسم في وجه المسلم كخلق نبوي كريم، ويشير إلى أثره في إكرام الآخرين وإدخال السرور عليهم.
[الصحيح المسند 1/209]",
HAD-E-04,Hadith,Easy,ما الحديث الذي ينهى عن الغضب؟,Hadith,hadith,hadith,True,1.0,single_source,9094 | 2944 | 2934 | 29557 | 2931,[فتح الغفار 2116/4],1.0,1.0,1.0,1.0,llm_judge,,,,7988.73,"الحديث الذي ينهى عن الغضب هو وصية نبوية جامعة، حيث جاء رجل إلى النبي صلى الله عليه وسلم يطلب منه نصيحة موجزة، فأوصاه النبي صلى الله عليه وسلم بقوله: ""لا تغضب"". وقد كرر الرجل طلب الوصية مراراً، وكان النبي صلى الله عليه وسلم يقتصر في كل مرة على قوله: ""لا تغضب"".

### دلالة الحديث
يُعد هذا الحديث من جوامع كلم النبي صلى الله عليه وسلم، حيث يجمع خيري الدنيا والآخرة؛ لأن الغضب المذموم قد يؤدي إلى التقاطع، ومنع الرفق، وإيذاء الآخرين، ويفسد على المرء دينه ودنياه.

### تفصيل الحديث
- النص: ""قال رجل: يا رسول الله، أوصني، قال: لا تغضب. قال: ففكرت حين قال رسول الله صلى الله عليه وسلم ما قال، فإذا الغضب يجمع الشر كله"".
- شرح مختصر: الغضب غريزة طبيعية في الإنسان، والمقصود بالنهي هنا هو الغضب المذموم الذي يخرج بصاحبه عن حد الاعتدال، أو الغضب في الباطل، أو عدم القدرة على التحكم في النفس عند الغضب. وقيل إن معناه اجتناب أسباب الغضب، أو عدم تنفيذ ما يأمر به الغضب من أفعال سيئة.
- الدلالة: يوجه الحديث المسلم إلى ضرورة ضبط النفس والتحكم في الانفعالات، ويحذر من عواقب الغضب التي قد تجر إلى الشرور.
- المصدر: [فتح الغفار 2116/4]",
HAD-E-05,Hadith,Easy,ما الحديث الذي يذكر أن الطهور شطر الإيمان؟,Hadith,hadith,hadith,True,1.0,single_source,27988 | 27972 | 27981 | 73971 | 27977,[صحيح مسلم 223],1.0,1.0,1.0,1.0,llm_judge,,,,51949.39,"الحديث الذي يذكر أن الطهور شطر الإيمان هو حديث مروي عن أبي مالك الأشعري رضي الله عنه، وهو حديث عظيم يجمع أصولاً من أمور الدين. 

### نص الحديث
عن أبي مالك الأشعري رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم: «الطُّهورُ شَطرُ الإيمانِ، والحمدُ للهِ تملأُ الميزانَ، وسُبحانَ اللهِ والحمدُ للهِ تملآنِ -أو تملأ- ما بين السَّمواتِ والأرضِ، والصَّلاةُ نورٌ، والصَّدَقةُ بُرهانٌ، والصَّبرُ ضِياءٌ، والقُرآنُ حُجَّةٌ لكَ أو عليكَ، كلُّ النَّاسِ يغدو؛ فبائعٌ نفسَه فمعتقُها أو موبقُها». [صحيح مسلم 223].

### شرح مختصر
- **الطُّهورُ شَطرُ الإيمانِ**: أي أن الطهارة (الوضوء) تعد نصف الإيمان، وقيل في معناها إن خصال الإيمان تطهر القلب، والطهارة بالماء تطهر الجسد، فصار الإيمان قسمين: ظاهر وباطن. وقيل إن المقصود بالإيمان هنا الصلاة، فإكمال الوضوء شطر كمال الصلاة التي لا تُقبل إلا بطهور.
- **الدلالة**: يبين الحديث فضل الطهارة وأهميتها في الإسلام، كما يوضح أن الأعمال الصالحة والأذكار هي التي تنجي العبد أو تهلكه بناءً على سعيه في الدنيا.",
HAD-E-06,Hadith,Easy,ما الحديث الذي يبين فضل طلب العلم؟,Hadith,hadith,hadith,True,1.0,single_source,124802 | 87600 | 12352 | 143713 | 143739,[الزواجر عن اقتراف الكبائر 1/96] | [صحيح الجامع 6297] | [تخريج الكشاف 3/7],1.0,1.0,1.0,1.0,llm_judge,,,,7481.41,"ورد في فضل طلب العلم أحاديث نبوية شريفة تبين مكانة طالب العلم والعالم، ومن أبرزها ما رواه أبو الدرداء رضي الله عنه عن النبي صلى الله عليه وسلم في بيان أجر الساعي في طلب العلم ومكانة العلماء.

### الحديث في فضل طلب العلم

- **النص أو معناه**: «مَن سَلَكَ طَريقًا يَطلُبُ فيه عِلمًا، سَلَكَ اللهُ به طَريقًا إلى الجنَّةِ، وإنَّ المَلائكةَ تَضَعُ أجنِحَتَها لطالِبِ العِلْمِ رِضًا بما يَصنَعُ، وإنَّ العالِمَ لَيستَغفِرُ له مَن في السَّمواتِ ومَن في الأرضِ، حتى الحيتانُ في جَوفِ الماءِ، وإنَّ فَضلَ العالِمِ على العابِدِ كفَضلِ القَمَرِ لَيلةَ البَدرِ على سائرِ الكَواكِبِ، وإنَّ العُلَماءَ وَرَثةُ الأنبياءِ، إنَّ الأنبياءَ لم يُوَرِّثوا دينارًا ولا دِرهَمًا، إنما وَرَّثوا العِلمَ؛ فمَن أخَذَه أخذَ بحَظٍّ وافِرٍ».
- **شرح مختصر**: يحث الحديث على طلب العلم النافع، ويبين أن الله ييسر لطالب العلم طريق الجنة، وأن الملائكة تتواضع له وتكرمه، كما أن جميع المخلوقات تستغفر للعالم لمكانته ونفعه، ويفضل العالم على العابد بكونه وارثاً للأنبياء في نشر العلم والهداية.
- **الدلالة**: يبين الحديث الأجر العظيم لطالب العلم، والمكانة الرفيعة للعلماء، وأن العلم هو الميراث الحقيقي الذي يورثه الأنبياء لأمتهم.

المصادر: [صحيح الجامع 6297]، [الزواجر عن اقتراف الكبائر 1/96]، [تخريج الكشاف 3/7].",
HAD-E-07,Hadith,Easy,ما الحديث الذي يذكر أن المسلم من سلم المسلمون من لسانه ويده؟,Hadith,hadith,hadith,True,1.0,single_source,4720 | 5696 | 51058 | 70011 | 4727,[صحيح مسلم 41] | [تخريج صحيح ابن حبان 399] | [صحيح الجامع 6709],1.0,1.0,1.0,1.0,llm_judge,,,,46472.48,"الحديث الذي يذكر أن المسلم من سلم المسلمون من لسانه ويده هو حديث نبوي شريف يُعد من جوامع كلم النبي صلى الله عليه وسلم، ويؤكد على أهمية كف الأذى عن الآخرين.

### الحديث النبوي
- النص: ""المسلم من سلم المسلمون من لسانه ويده"".
- شرح مختصر: يوضح الحديث أن المسلم الكامل في إسلامه هو من يأمن الناس شره، وقد خص النبي صلى الله عليه وسلم اللسان واليد بالذكر لكثرة ما يصدر عنهما من أذى؛ فاللسان يكون بالكذب والغيبة والسب، واليد تكون بالضرب والسرقة وغيرها، وقد قُدّم اللسان لأن الإيذاء به أسهل وأكثر وقوعاً.
- الدلالة: يحث الحديث على التحلي بالأخلاق الإسلامية التي تزيد الألفة والمودة بين المسلمين، ويحذر من إيذاء الآخرين بأي وسيلة كانت.
- المراجع: [صحيح مسلم 41]، [تخريج صحيح ابن حبان 399]، [صحيح الجامع 6709].",
HAD-M-01,Hadith,Medium,ما الحديث الذي يبين أركان الإسلام الخمسة؟,Hadith,hadith,quran + hadith,False,0.0,multi_source,69684 | 69681 | 81f36c05-1ef5-4868-a08a-0269fd3fafe8 | 15b30a0a-5f9a-4312-95b8-5dd0e68096db | 71445,[صحيح مسلم 16] | [صحيح الجامع 2840] | [صحيح البخاري 8] | [صحيح ابن خزيمة 1/ 412],1.0,1.0,1.0,1.0,llm_judge,,,,60725.41,"الحديث الذي يبين أركان الإسلام الخمسة هو ما رواه عبد الله بن عمر رضي الله عنهما عن النبي صلى الله عليه وسلم أنه قال: ""بني الإسلام على خمس: شهادة أن لا إله إلا الله، وأن محمداً رسول الله، وإقام الصلاة، وإيتاء الزكاة، وحج البيت، وصوم رمضان"".

### تفصيل الحديث

النص أو معناه: ""بني الإسلام على خمس: شهادة أن لا إله إلا الله، وأن محمداً رسول الله، وإقام الصلاة، وإيتاء الزكاة، وحج البيت، وصوم رمضان"".

شرح مختصر: شبه النبي صلى الله عليه وسلم الإسلام ببناء محكم، وأركانه الخمسة بقواعد ثابتة لا يقوم البنيان إلا بها. فالشهادتان هما الأساس، والصلاة عبادة بدنية، والزكاة عبادة مالية، والحج عبادة بدنية مالية، والصوم عبادة بدنية.

الدلالة: يبين الحديث الأسس الجوهرية التي يقوم عليها دين الإسلام، والتي لا يكتمل إسلام المرء إلا بالالتزام بها.

المصادر: [صحيح مسلم 16]، [صحيح البخاري 8]، [صحيح الجامع 2840]، [صحيح ابن خزيمة 1/ 412].",
HAD-M-02,Hadith,Medium,ما الحديث الذي يشرح مراتب الدين: الإسلام والإيمان والإحسان؟,Hadith,hadith,hadith,True,1.0,single_source,40176 | 69767 | 41307 | 73839 | 40180,[صحيح البخاري 50] | [تخريج المسند لشعيب 5856] | [تخريج المسند لشاكر 1/106],1.0,1.0,1.0,1.0,llm_judge,,,,14384.38,"الحديث الذي يشرح مراتب الدين (الإسلام والإيمان والإحسان) هو ما يُعرف بـ ""حديث جبريل""، وهو حديث عظيم اشتمل على أصول الدين وقواعده. وقد ورد في عدة روايات صحيحة وحسنة عن النبي صلى الله عليه وسلم، حيث أتاه جبريل عليه السلام في صورة رجل غريب لا يُعرف، فسأله عن الإسلام والإيمان والإحسان، ثم سأله عن الساعة وعلاماتها، وفي النهاية أخبر النبي صلى الله عليه وسلم أصحابه أن السائل هو جبريل جاء ليعلم الناس دينهم.

### تفصيل مراتب الدين في الحديث:
- **الإسلام:** هو الأعمال الظاهرة، ويتمثل في أركان الإسلام الخمسة (الشهادتان، إقامة الصلاة، إيتاء الزكاة، صوم رمضان، وحج البيت).
- **الإيمان:** هو التصديق الباطن، وأركانه الستة هي: الإيمان بالله، وملائكته، وكتبه، ورسله، واليوم الآخر، وبالقدر خيره وشره.
- **الإحسان:** هو أعلى المراتب، وهو أن تعبد الله كأنك تراه، فإن لم تكن تراه فإنه يراك، وهو مقام المراقبة والإخلاص.

### الأدلة من الحديث:

**1. [صحيح البخاري 50]**
- **النص أو معناه:** جاء جبريل يسأل النبي صلى الله عليه وسلم عن الإيمان، والإسلام، والإحسان، وعن الساعة وأشراطها، ثم قال النبي صلى الله عليه وسلم: ""هذا جبريل جاء يعلم الناس دينهم"".
- **شرح مختصر:** يوضح الحديث وظائف العبادات الظاهرة والباطنة، ويُبين أن الإسلام هو الانقياد الظاهر، والإيمان هو التصديق الباطن، والإحسان هو كمال المراقبة.
- **الدلالة:** يُعد هذا الحديث أصلاً في بيان مراتب الدين وأركان الإيمان والإسلام.

**2. [تخريج المسند لشعيب 5856]**
- **النص أو معناه:** جاء جبريل يسأل النبي صلى الله عليه وسلم عن الإسلام والإيمان والإحسان، فأجابه النبي صلى الله عليه وسلم بالتفصيل في كل مرتبة، وأقر السائل بصحة الإجابة.
- **شرح مختصر:** يؤكد الحديث على أن الإيمان يتضمن الإيمان بالله وملائكته وكتبه ورسله والبعث والقدر، وأن الإحسان هو خشية الله كأنك تراه.
- **الدلالة:** يوضح الحديث أن هذه المراتب هي جوهر الدين الذي جاء جبريل ليعلمه للصحابة.

**3. [تخريج المسند لشاكر 1/106]**
- **النص أو معناه:** عن ابن عمر رضي الله عنه أن جبريل سأل النبي صلى الله عليه وسلم عن الإيمان، فأجابه النبي صلى الله عليه وسلم بأركانه الستة، فقال جبريل: ""صدقت"".
- **شرح مختصر:** يركز هذا الحديث على أن الإيمان بالقدر ركن أساسي من أركان الإيمان، وأن من أنكره فقد خالف ما جاء به النبي صلى الله عليه وسلم.
- **الدلالة:** يثبت الحديث أن الإيمان بالقدر جزء لا يتجزأ من عقيدة المسلم.",
